"Ping","Server","CPU Average / 30 sec","CPU Max","CPU Min","Memory Usage","%Ocupado C:","%Ocupado D:","%Ocupado E:","DiskQueue","3 TopProcess","3 TopProcessPercent","UpTime"
"GREENOK","XACBSV3010P","56,64%","77,28%","33,08%","45.54%","C:74.14%","D:41.58%","E:77.86%","0","javaw#18--iexplore#1--explorer#3","39--21--21","0"
"GREENOK","XACBSV3011P","64,45%","89,76%","33,85%","42.42%","C:74.35%","D:41.18%","E:74.58%","0","javaw#2--iexplore#18--WINWORD#2","100--67--53","0"
"GREENOK","XACBSV3012P","50,10%","73,93%","33,76%","48.15%","C:76.05%","D:41.38%","E:75.98%","0","WINWORD--IeEmbed#2--wfica32#7","80--32--19","0"
"GREENOK","XACBSV3013P","22,05%","35,76%","7,70%","46.11%","C:70.98%","D:41.65%","E:73.02%","0","javaw#2--wfica32#1--OUTLOOK#1","92--41--22","0"
"GREENOK","XACBSV3014P","55,62%","74,49%","40,01%","45.73%","C:72.99%","D:41.65%","E:73.59%","0","iexplore#24--AcroRd32#1--lsass","100--23--14","0"
"GREENOK","XACBSV3015P","49,73%","67,72%","33,76%","44.85%","C:70.3%","D:41.77%","E:73.96%","0","icak2meng#11--taskhost#11--AppVStreamingUX#11","0--0--0","0"
"GREENOK","XACBSV3028P","46,67%","58,81%","36,89%","47.46%","C:70.03%","D:41.77%","E:71.87%","0","iexplore#38--iexplore#30--wfica32#2","100--91--23","0"
"GREENOK","XACBSV3029P","31,00%","38,18%","26,94%","41.8%","C:71.25%","D:41.33%","E:71.97%","0","MSOSYNC#1--iexplore#4--iexplore#19","99--16--8","0"
"GREENOK","XACBSV3030P","62,05%","72,46%","53,27%","47.26%","C:73.77%","D:41.19%","E:74.1%","0","MSOSYNC#2--iexplore#27--iexplore#16","97--90--83","0"
"GREENOK","XACBSV3031P","54,36%","79,03%","28,14%","43.41%","C:73.28%","D:41.47%","E:73.85%","0","javaw#10--iexplore#32--wfica32#4","100--66--38","0"
"GREENOK","XACBSV3202P","22,29%","42,42%","9,85%","50.06%","C:72.35%","D:41.45%","E:75.86%","0","OUTLOOK#3--iexplore#26--iexplore#20","36--28--16","0"
"GREENOK","XACBSV3203P","27,79%","44,81%","17,51%","43.32%","C:73.04%","D:41.49%","E:73.95%","0","OUTLOOK#6--iexplore#36--javaw#4","58--25--18","0"
"GREENOK","XACBSV3204P","16,61%","34,22%","11,39%","43.65%","C:71.01%","D:41.32%","E:72.49%","0","wfica32#8--javaw#22--wfica32#7","7--7--7","0"
"GREENOK","XACBSV3205P","40,62%","62,19%","18,11%","53.26%","C:71.83%","D:41.32%","E:72.6%","0","VDARedirector#13--icak2meng#13--dwm#13","0--0--0","0"
"GREENOK","XACBSV3206P","39,88%","76,37%","25,93%","42.63%","C:70.89%","D:41.18%","E:71.71%","0","EXCEL#9--iexplore#19--iexplore#17","20--16--16","0"
"GREENOK","XACBSV3207P","40,00%","58,85%","24,83%","50.24%","C:70.75%","D:41.6%","E:71.66%","0","javaw#38--javaw#36--iexplore#9","100--47--47","0"
"GREENOK","XACBSV3208P","47,31%","74,82%","23,54%","40.93%","C:69.91%","D:41.55%","E:72.11%","0","lynchtmlconv--KX5000#1--winlogon#14","0--0--0","0"
"GREENOK","XACBSV3209P","60,08%","73,09%","52,37%","42.58%","C:74.6%","D:41.3%","E:75.04%","0","AppVStreamingUX#13--icak2meng#13--AppVShNotify#11","0--0--0","0"
"GREENOK","XACBSV3210P","22,20%","41,63%","8,61%","43.59%","C:72.48%","D:41.53%","E:73.21%","0","iexplore#20--OUTLOOK--javaw#32","75--57--17","0"
"GREENOK","XACBSV3211P","26,62%","39,87%","12,32%","46.6%","C:71.21%","D:41.77%","E:72.33%","0","javaw#22--javaw#14--iexplore#19","100--48--20","0"
"GREENOK","XACBSV3212P","32,09%","55,21%","17,83%","46.88%","C:71.82%","D:41.42%","E:73.27%","0","javaw#10--iexplore#29--iexplore#21","100--53--23","0"
"GREENOK","XACBSV3213P","33,78%","45,88%","25,95%","40.63%","C:74.52%","D:41.33%","E:75.23%","0","wfica32#5--javaw#2--wfica32#1","34--27--15","0"
"GREENOK","XACBSV3214P","40,95%","62,20%","19,93%","50.49%","C:72.21%","D:41.6%","E:74.36%","0","iexplore#39--iexplore#2--EXC500","100--68--54","0"
"GREENOK","XACBSV3215P","33,39%","71,80%","20,45%","47.48%","C:74.41%","D:41.42%","E:76.75%","0","javaw#10--Uedit32--iexplore#13","96--24--13","0"
"GREENOK","XACBSV3216P","25,36%","30,68%","14,61%","46.58%","C:72.84%","D:41.62%","E:73.79%","0","javaw#6--javaw#2--WinTCPInW#10","11--7--7","0"
"GREENOK","XACBSV3217P","40,22%","57,22%","28,30%","52.29%","C:72.47%","D:41.83%","E:73.31%","0","MSOSYNC#2--iexplore#22--iexplore#20","98--36--10","0"
"GREENOK","XACBSV3218P","38,33%","55,21%","29,51%","46.43%","C:71.84%","D:41.61%","E:72.69%","0","MSOSYNC#2--iexplore#13--iexplore#34","93--93--21","0"
"GREENOK","XACBSV3219P","32,37%","47,11%","16,74%","45.93%","C:71.81%","D:41.52%","E:72.63%","0","javaw#14--iexplore#7--EXCEL#5","14--14--11","0"
"GREENOK","XACBSV3220P","11,50%","17,17%","8,00%","43.73%","C:75.91%","D:41.41%","E:77.48%","0","iexplore#4--OUTLOOK--javaw#2","7--7--7","0"
"GREENOK","XACISV3010P","29,42%","38,04%","23,38%","38.79%","C:71.45%","D:41.33%","E:74.15%","0","iexplore#31--iexplore#11--wfica32#1","49--11--11","0"
"GREENOK","XACISV3011P","49,10%","56,80%","39,21%","42.13%","C:73.81%","D:41.34%","E:74.59%","0","MSOSYNC#3--MSOSYNC#2--javaw#26","91--87--51","0"
"GREENOK","XACISV3012P","17,66%","22,52%","10,52%","40.72%","C:70.48%","D:41.38%","E:71.53%","0","lync#3--wfica32#4--wfica32#6","30--19--15","0"
"GREENOK","XACISV3013P","37,82%","45,80%","28,58%","40.6%","C:73.58%","D:41.12%","E:74.5%","0","javaw#10--OUTLOOK#6--wfica32#3","100--82--26","0"
"GREENOK","XACISV3014P","16,50%","25,48%","8,85%","41.24%","C:73.79%","D:41.37%","E:74.54%","0","OUTLOOK#9--iexplore#24--OUTLOOK#10","11--7--3","0"
"GREENOK","XACISV3015P","24,11%","41,81%","14,36%","45.91%","C:73.81%","D:41.73%","E:75.18%","0","iexplore#3--javaw#18--wfica32#4","21--14--14","0"
"GREENOK","XACISV3016P","50,44%","71,30%","30,37%","44.73%","C:74.03%","D:41.35%","E:74.32%","0","MSOSYNC#3--mstsc#2--iexplore#5","100--66--22","0"
"GREENOK","XACISV3017P","48,43%","68,16%","39,06%","45.02%","C:71.99%","D:41.31%","E:72.46%","0","iexplore#2--iexplore#4--IeEmbed","100--96--23","0"
"GREENOK","XACISV3018P","22,91%","41,36%","12,22%","45.12%","C:72.51%","D:41.53%","E:73.04%","0","iexplore#26--iexplore#22--iexplore#31","100--96--66","0"
"GREENOK","XACISV3019P","20,23%","31,67%","10,51%","42.43%","C:72.42%","D:41.27%","E:72.87%","0","iexplore#25--mstsc#1--wfica32#3","59--7--7","0"
"GREENOK","XACISV3020P","23,82%","34,88%","16,58%","42.6%","C:74.36%","D:41.51%","E:74.7%","0","iexplore#23--OUTLOOK#9--javaw#8","89--14--14","0"
"GREENOK","XACISV3021P","38,87%","65,64%","23,75%","44.57%","C:71.67%","D:41.6%","E:74.29%","0","iexplore#12--EXCEL--iexplore#28","55--33--14","0"
"GREENOK","XACISV3022P","27,63%","41,45%","20,05%","47.06%","C:71.81%","D:41.36%","E:72.31%","0","iexplore#14--wfica32--AcroRd32#5","96--14--14","0"
"GREENOK","XACISV3023P","28,09%","45,65%","18,18%","39.64%","C:70.67%","D:41.39%","E:71.77%","0","MSOSYNC#4--SelfService--Receiver#3","97--69--27","0"
"GREENOK","XACISV3040P","37,92%","57,63%","19,58%","48.44%","C:72.1%","D:41.7%","E:72.9%","0","iexplore#2--wfica32#5--javaw#12","36--14--10","0"
"GREENOK","XACISV3041P","59,27%","76,51%","22,51%","52.24%","C:73.21%","D:41.6%","E:74.97%","0","javaw#29--javaw#28--WINWORD","0--0--0","0"
"GREENOK","XACISV3042P","46,76%","63,93%","26,83%","42.81%","C:75.36%","D:41.39%","E:76.17%","0","MSOSYNC#4--javaw#4--CtxSvcHost#3","89--14--11","0"
"GREENOK","XACISV3043P","26,59%","43,87%","16,11%","50.73%","C:73.48%","D:41.55%","E:74.61%","0","WINWORD#1--iexplore#15--iexplore#23","33--29--16","0"
"GREENOK","XACISV3087P","20,05%","28,52%","11,41%","42.64%","C:70.4%","D:41.47%","E:72.25%","0","wfica32#5--wfica32#6--OUTLOOK#1","10--10--10","0"
"GREENOK","XACISV3088P","63,53%","70,92%","38,86%","49.93%","C:72.72%","D:41.27%","E:73.57%","0","splwow64#4--IeEmbed#2--csrss#13","0--0--0","0"
"GREENOK","XACISV3089P","52,49%","69,76%","36,46%","49.73%","C:73.29%","D:41.67%","E:74.31%","0","iexplore#22--iexplore#27--OUTLOOK#11","100--76--33","0"
"GREENOK","XACISV3090P","31,64%","40,40%","24,95%","42.88%","C:71.14%","D:41.49%","E:71.6%","0","iexplore#21--iexplore#9--iexplore#19","77--77--38","0"
"GREENOK","XACISV3091P","56,36%","65,38%","42,17%","48.47%","C:72.11%","D:41.58%","E:72.86%","0","iexplore#17--iexplore#12--javaw#28","95--89--19","0"
"GREENOK","XACISV3201P","16,89%","39,59%","8,40%","42.52%","C:70.72%","D:41.43%","E:71.48%","0","javaw#20--AcroRd32#4--csrss#4","45--12--8","0"
"GREENOK","XACISV3202P","14,10%","18,16%","9,41%","41.86%","C:71.21%","D:41.19%","E:72.48%","0","iexplore#16--iexplore#32--lync#6","23--11--11","0"
"GREENOK","XACISV3203P","12,51%","16,84%","8,84%","49.25%","C:70.75%","D:41.47%","E:71.18%","0","iexplore#24--OUTLOOK#2--iexplore#1","88--11--7","0"
"GREENOK","XACISV3204P","10,86%","23,28%","6,89%","46.12%","C:70.38%","D:41.64%","E:70.97%","0","PDFCreator--wfica32#1--wfica32#6","24--16--16","0"
"GREENOK","XACISV3205P","53,71%","66,41%","40,04%","44.57%","C:71.5%","D:41.25%","E:72.63%","0","iexplore#24--IeEmbed#1--javaw#2","100--80--24","0"
"GREENOK","XACISV3206P","10,17%","23,24%","2,53%","41.85%","C:70.39%","D:41.56%","E:71.32%","0","iexplore#21--lync#6--iexplore#17","80--38--38","0"
